Date,State,City,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-31,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-01,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-02,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-03,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-04,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-05,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-06,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-07,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-08,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-09,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-10,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-11,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-12,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-13,GO,Paranaiguara,1,0,0,10158,5216304,8.3,8,0,8,0.0,,,,,,,,,,,,,,0.0,787.557,0.0,0.0,0.0,787.557
2020-04-14,GO,Paranaiguara,1,0,1,10158,5216304,8.3,8,1,7,0.0,,,,,,,,,,,,,0.0,0.0,787.557,0.0,98.445,98.445,689.112
2020-04-15,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-16,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-17,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.5,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-04-18,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-04-19,GO,Paranaiguara,1,0,5,10158,5216304,8.3,8,5,3,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,492.223,492.223,295.334
2020-04-20,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,0.1667,,,,,-0.08333,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-21,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,0.1667,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-22,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-23,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,0.0,,,,,-0.05556,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-24,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,0.0,,,,,-0.05556,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-25,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-26,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-27,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-28,GO,Paranaiguara,1,0,4,10158,5216304,8.3,8,4,4,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,393.778,393.778,393.778
2020-04-29,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-04-30,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-01,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,-0.16667,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-02,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-03,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-04,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-05,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-06,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-07,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-08,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-09,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,-1.33333,-0.5,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-10,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,-1.33333,-0.5,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
2020-05-11,GO,Paranaiguara,1,0,3,10158,5216304,8.3,8,3,5,0.0,0.0,,,,,,,,,,,,0.0,0.0,787.557,0.0,295.334,295.334,492.223
