Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Infected Per Confirmed,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ_closed,μ_infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-19,PI,3,0,0,3305959,22,36.0,108,0,108,,,,,,,,,,,,,,,0.0,32.668,0.0,0.0,0.0,32.668
2020-03-20,PI,4,0,0,3305959,22,36.0,144,0,144,,,,,,,,,,,,,,,0.0,43.558,0.0,0.0,0.0,43.558
2020-03-21,PI,4,0,0,3305959,22,36.0,144,0,144,,,,,,,,,,,,,,,0.0,43.558,0.0,0.0,0.0,43.558
2020-03-22,PI,6,0,0,3305959,22,36.0,216,0,216,30.0,,,,,,,,,,,,,,0.0,65.337,0.0,0.0,0.0,65.337
2020-03-23,PI,6,0,0,3305959,22,36.0,216,0,216,30.0,,,,,,,,,,,,,,0.0,65.337,0.0,0.0,0.0,65.337
2020-03-24,PI,8,0,0,3305959,22,36.0,288,0,288,36.0,,,,,,,,,,,,,,0.0,87.115,0.0,0.0,0.0,87.115
2020-03-25,PI,8,0,0,3305959,22,36.0,288,0,288,30.0,,,,,,,,,,,,,,0.0,87.115,0.0,0.0,0.0,87.115
2020-03-26,PI,9,0,0,3305959,22,36.0,324,0,324,,,,,,,,,,,,,,,0.0,98.005,0.0,0.0,0.0,98.005
2020-03-27,PI,10,1,0,3305959,22,36.0,360,1,359,,,,,,,,,,,,,,1.0,0.00278,108.894,0.3025,0.0,0.3025,108.592
2020-03-28,PI,11,1,0,3305959,22,36.0,396,1,395,,,,,,,,,,,,,,1.0,0.00253,119.784,0.3025,0.0,0.3025,119.481
2020-03-30,PI,18,4,0,3305959,22,36.0,648,4,644,,,,,,,,,,,,,,1.0,0.00617,196.01,1.21,0.0,1.21,194.8
2020-03-31,PI,18,4,0,3305959,22,36.0,648,4,644,,,,,,,,,,,,,,1.0,0.00617,196.01,1.21,0.0,1.21,194.8
2020-04-01,PI,19,4,0,3305959,22,36.0,684,4,680,,,,,,,,,,,,,,1.0,0.00585,206.899,1.21,0.0,1.21,205.689
2020-04-02,PI,19,4,0,3305959,22,36.0,684,4,680,36.0,,0.0,,,,,,,,,,,1.0,0.00585,206.899,1.21,0.0,1.21,205.689
2020-04-03,PI,22,4,0,3305959,22,36.0,792,4,788,48.0,,0.0,,,,,,,,,,,1.0,0.00505,239.567,1.21,0.0,1.21,238.357
2020-04-04,PI,24,4,0,3305959,22,36.0,864,4,860,72.0,,0.1667,,,,,,,,,,,1.0,0.00463,261.346,1.21,0.0,1.21,260.136
2020-04-05,PI,24,4,0,3305959,22,36.0,864,4,860,114.0,,0.3333,,,14.0,,,,,,,,1.0,0.00463,261.346,1.21,0.0,1.21,260.136
2020-04-06,PI,26,4,0,3305959,22,36.0,936,4,932,108.0,,0.5,,,17.0,,,,,,,,1.0,0.00427,283.125,1.21,0.0,1.21,281.915
