country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Afghanistan,2020-03-07,33.0,65.0,39653765,,,,1,0,0,1,0,1,0.6667,,,,,,,,,,,,,,0.0,0.02522,0.0,0.0,0.0,0.02522,,
Albania,2020-03-07,41.153,20.168,2842650,5269,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,2020-03-07,28.034,1.66,43697354,4115,,,17,0,0,17,0,17,1.333,,,,,-0.19444,,,,,,,,,0.0,0.389,0.0,0.0,0.0,0.389,,
Andorra,2020-03-07,42.506,1.522,78418,42030,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,12.752,0.0,0.0,0.0,12.752,,
Angola,2020-03-07,-11.2027,17.874,33046756,3432,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,2020-03-07,17.061,-61.7964,98848,16727,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,2020-03-07,-38.4161,-63.6167,45433446,11684,,,8,0,0,8,0,8,2.667,,,,,,,,,,,,,,0.0,0.1761,0.0,0.0,0.0,0.1761,,
Armenia,2020-03-07,40.069,45.038,2938968,4212,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Australia,2020-03-07,-31.99619,141.233,25731295,57396,,,63,21,2,63,23,40,9.167,1.667,0.1667,1.833,7.333,2.806,-0.22222,0.0,-0.22222,3.028,0.8403,0.1337,-0.01866,0.08696,0.03175,2.448,0.07773,0.8161,0.8939,1.555,,
Austria,2020-03-07,47.516,14.55,8937767,51500,4308,samples tested,79,0,0,79,0,79,25.5,,,,,10.0,,,,,3.139,0.4375,,,0.0,8.839,0.0,0.0,0.0,8.839,54.532,482.0
Azerbaijan,2020-03-07,40.143,47.577,10175641,4722,,,9,0,0,9,0,9,1.333,,,,,0.0,,,,,,,,,0.0,0.8845,0.0,0.0,0.0,0.8845,,
Bahamas,2020-03-07,25.034,-77.3963,396839,32218,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
