country,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered_confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
France,2020-01-22,8.305672727272727,5.429018181818179,67687174,41470,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
France,2020-01-23,8.305672727272727,5.429018181818179,67687174,41470,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
France,2020-01-24,8.305672727272727,5.429018181818179,67687174,41470,,,2,0,0,0,2,0,2,,,,,,,,,,,,,,,0.0,0.02954769540238155,0.0,0.0,0.0,0.02954769540238155,,
France,2020-01-25,8.305672727272727,5.429018181818179,67687174,41470,,,3,0,0,0,3,0,3,,,,,,,,,,,,,,,0.0,0.04432154310357232,0.0,0.0,0.0,0.04432154310357232,,
France,2020-01-26,8.305672727272727,5.429018181818179,67687174,41470,,,3,0,0,0,3,0,3,,,,,,,,,,,,,,,0.0,0.04432154310357232,0.0,0.0,0.0,0.04432154310357232,,
France,2020-01-27,8.305672727272727,5.429018181818179,67687174,41470,,,3,0,1,0,3,1,2,0.5,,,,,,,,,,,,,0.0,0.0,0.04432154310357232,0.0,0.014773847701190775,0.014773847701190775,0.02954769540238155,,
France,2020-01-28,8.305672727272727,5.429018181818179,67687174,41470,,,4,0,1,0,4,1,3,0.3333333333333333,,,,,,,,,,,,,0.0,0.0,0.0590953908047631,0.0,0.014773847701190775,0.014773847701190775,0.04432154310357232,,
France,2020-01-29,8.305672727272727,5.429018181818179,67687174,41470,,,5,0,1,0,5,1,4,0.5,,,,,,,,,,,,,0.0,0.0,0.07386923850595388,0.0,0.014773847701190775,0.014773847701190775,0.0590953908047631,,
France,2020-01-30,8.305672727272727,5.429018181818179,67687174,41470,,,5,0,2,0,5,2,3,0.5,0.16666666666666666,,,,-0.05555555555555556,,,,,,,,0.0,0.0,0.07386923850595388,0.0,0.02954769540238155,0.02954769540238155,0.04432154310357232,,
France,2020-01-31,8.305672727272727,5.429018181818179,67687174,41470,,,5,0,2,0,5,2,3,0.3333333333333333,0.3333333333333333,,,,-0.027777777777777776,,,,,,,,0.0,0.0,0.07386923850595388,0.0,0.02954769540238155,0.02954769540238155,0.04432154310357232,,
France,2020-02-01,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,2,0,6,2,4,0.16666666666666666,0.3333333333333333,,,,-0.08333333333333333,,,,,,,,0.0,0.0,0.08864308620714464,0.0,0.02954769540238155,0.02954769540238155,0.0590953908047631,,
France,2020-02-02,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,2,0,6,2,4,0.16666666666666666,0.16666666666666666,,,,0.05555555555555556,0.027777777777777776,,,,,,,0.0,0.0,0.08864308620714464,0.0,0.02954769540238155,0.02954769540238155,0.0590953908047631,,
France,2020-02-03,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,3,0,6,3,3,0.16666666666666666,0.3333333333333333,,,,0.08333333333333333,0.0,,,,,,,0.0,0.0,0.08864308620714464,0.0,0.04432154310357232,0.04432154310357232,0.04432154310357232,,
France,2020-02-04,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,3,0,6,3,3,0.0,0.3333333333333333,,,,0.11111111111111112,0.0,,,,0.01388888888888889,,,0.0,0.0,0.08864308620714464,0.0,0.04432154310357232,0.04432154310357232,0.04432154310357232,,
France,2020-02-05,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,3,0,6,3,3,0.8333333333333334,0.3333333333333333,,,,0.11111111111111112,0.05555555555555556,,,,,,,0.0,0.0,0.08864308620714464,0.0,0.04432154310357232,0.04432154310357232,0.04432154310357232,,
France,2020-02-06,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,4,0,6,4,2,0.8333333333333334,0.3333333333333333,,,,0.11111111111111112,0.0,,,,-0.0625,-0.017361111111111112,,0.0,0.0,0.08864308620714464,0.0,0.0590953908047631,0.0590953908047631,0.02954769540238155,,
France,2020-02-07,8.305672727272727,5.429018181818179,67687174,41470,,,6,0,4,0,6,4,2,0.8333333333333334,0.3333333333333333,,,,,0.02777777777777778,,,,-0.05555555555555556,,,0.0,0.0,0.08864308620714464,0.0,0.0590953908047631,0.0590953908047631,0.02954769540238155,,
France,2020-02-08,8.305672727272727,5.429018181818179,67687174,41470,,,11,0,4,0,11,4,7,0.8333333333333334,0.5,,,,-0.1388888888888889,0.02777777777777778,,,,-0.05555555555555556,,,0.0,0.0,0.16251232471309854,0.0,0.0590953908047631,0.0590953908047631,0.10341693390833542,,
France,2020-02-09,8.305672727272727,5.429018181818179,67687174,41470,,,11,0,5,0,11,5,6,0.8333333333333334,0.3333333333333333,,,,-0.11111111111111112,-0.027777777777777776,,,,,,,0.0,0.0,0.16251232471309854,0.0,0.07386923850595388,0.07386923850595388,0.08864308620714464,,
France,2020-02-10,8.305672727272727,5.429018181818179,67687174,41470,,,11,0,5,0,11,5,6,0.8333333333333334,0.5,,,,-0.11111111111111112,0.0,,,,,,,0.0,0.0,0.16251232471309854,0.0,0.07386923850595388,0.07386923850595388,0.08864308620714464,,
France,2020-02-11,8.305672727272727,5.429018181818179,67687174,41470,,,11,0,6,0,11,6,5,0.0,0.5,,,,-0.11111111111111112,-0.05555555555555556,,,,,,,0.0,0.0,0.16251232471309854,0.0,0.08864308620714464,0.08864308620714464,0.07386923850595388,,
France,2020-02-12,8.305672727272727,5.429018181818179,67687174,41470,,,11,2,6,0,11,6,5,0.16666666666666666,0.16666666666666666,,,,-0.11111111111111112,0.0,,,,,,,0.0,0.0,0.16251232471309854,0.0,0.08864308620714464,0.08864308620714464,0.07386923850595388,,
France,2020-02-13,8.305672727272727,5.429018181818179,67687174,41470,,,11,2,7,0,11,7,4,0.16666666666666666,0.3333333333333333,,,,-0.11111111111111112,-0.05555555555555556,,,,,,,0.0,0.0,0.16251232471309854,0.0,0.10341693390833542,0.10341693390833542,0.0590953908047631,,
France,2020-02-14,8.305672727272727,5.429018181818179,67687174,41470,,,11,2,7,0,11,7,4,0.16666666666666666,0.16666666666666666,,,,,-0.05555555555555556,,,,,,,0.0,0.0,0.16251232471309854,0.0,0.10341693390833542,0.10341693390833542,0.0590953908047631,,
France,2020-02-15,8.305672727272727,5.429018181818179,67687174,41470,,,12,4,6,1,12,7,5,0.16666666666666666,0.3333333333333333,,,,-0.027777777777777776,0.027777777777777776,,,,,,,0.14285714285714285,0.08333333333333333,0.1772861724142893,0.014773847701190775,0.08864308620714464,0.10341693390833542,0.07386923850595388,,
France,2020-02-16,8.305672727272727,5.429018181818179,67687174,41470,,,12,4,7,1,12,8,4,0.16666666666666666,0.16666666666666666,,,,-0.027777777777777776,0.0,,,,,,,0.125,0.08333333333333333,0.1772861724142893,0.014773847701190775,0.10341693390833542,0.1181907816095262,0.0590953908047631,,
