Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Japan,East Asia & Pacific,High income,2020-01-22,36.0,138.0,126234579,40247,,,2,0,0,2,0,2,,,,,,,,,,,,,,,,0.0,0.0158,0.0,0.0,0.0,0.0158,,
Japan,East Asia & Pacific,High income,2020-01-23,36.0,138.0,126234579,40247,,,2,0,0,2,0,2,,,,,,,,,,,,,,,,0.0,0.0158,0.0,0.0,0.0,0.0158,,
Japan,East Asia & Pacific,High income,2020-01-24,36.0,138.0,126234579,40247,,,2,0,0,2,0,2,,,,,,,,,,,,,,,,0.0,0.0158,0.0,0.0,0.0,0.0158,,
Japan,East Asia & Pacific,High income,2020-01-25,36.0,138.0,126234579,40247,,,2,0,0,2,0,2,,,,,,,,,,,,,,,,0.0,0.0158,0.0,0.0,0.0,0.0158,,
Japan,East Asia & Pacific,High income,2020-01-26,36.0,138.0,126234579,40247,,,4,0,0,4,0,4,0.714,0.714,,,,,,,,,,,,,,0.0,0.0317,0.0,0.0,0.0,0.0317,,
Japan,East Asia & Pacific,High income,2020-01-27,36.0,138.0,126234579,40247,,,4,1,0,4,1,3,1.29,1.29,,,,,,,,,,,,,0.0,0.0,0.0317,0.0,0.0079,0.0079,0.0238,,
Japan,East Asia & Pacific,High income,2020-01-28,36.0,138.0,126234579,40247,,,7,1,0,7,1,6,1.86,1.86,,,,,,,,,,,,,0.0,0.0,0.0555,0.0,0.0079,0.0079,0.0475,,
Japan,East Asia & Pacific,High income,2020-01-29,36.0,138.0,126234579,40247,,,7,2,0,7,2,5,2.57,2.57,,,,,0.314,,,,,,,,0.0,0.0,0.0555,0.0,0.0158,0.0158,0.0396,,
Japan,East Asia & Pacific,High income,2020-01-30,36.0,138.0,126234579,40247,,,11,2,0,11,2,9,2.29,2.29,,,,,0.171,,,,,,,,0.0,0.0,0.0871,0.0,0.0158,0.0158,0.0713,,
Japan,East Asia & Pacific,High income,2020-01-31,36.0,138.0,126234579,40247,,,15,3,0,15,3,12,2.29,2.29,0.857,,,,0.0571,,,,,,,,0.0,0.0,0.119,0.0,0.0238,0.0238,0.0951,,
