Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Pakistan,2020-01-22,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-23,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-24,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-25,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-26,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-27,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-28,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-29,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-30,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-01-31,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-02-01,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-02-02,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-02-03,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-02-04,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-02-05,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
Pakistan,2020-02-06,30.38,69.35,221843678,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0841,0.0,0.0,0.0,0.0,0.0,,
