Date,Confirmed,Exposed,Active,Recovered,Deaths,Diff Exposed,Diff Active,Diff Recovered,Diff Deaths
2020-05-09,1,1,1,0,0,0,0,0,0
2020-05-10,1,1,1,0,0,0,0,0,0
2020-05-11,2,1,2,0,0,0,0,0,0
2020-05-12,2,1,2,0,0,0,0,0,0
2020-05-13,2,1,2,0,0,0,0,0,0
2020-05-14,2,1,2,0,0,0,0,0,0
2020-05-15,3,1,3,0,0,0,0,0,0
2020-05-16,3,1,3,0,0,0,0,0,0
2020-05-17,3,1,3,0,0,0,0,0,0
2020-05-18,4,1,4,0,0,0,0,0,0
2020-05-19,4,2,4,0,0,0,1,0,0
2020-05-20,5,2,5,0,0,0,1,0,0
2020-05-21,5,2,5,0,0,0,1,0,0
2020-05-22,6,2,6,0,0,0,1,0,0
2020-05-23,7,2,7,0,0,0,1,0,0
2020-05-24,8,3,8,0,0,0,1,0,0
2020-05-25,9,3,9,0,0,0,1,0,0
2020-05-26,10,3,10,0,0,0,1,0,0
2020-05-27,11,4,11,0,0,0,1,0,0
2020-05-28,12,4,12,0,0,1,1,0,0
2020-05-29,14,5,14,0,0,1,2,0,0
2020-05-30,15,6,15,0,0,1,2,0,0
2020-05-31,17,6,17,0,0,1,2,0,0
2020-06-01,19,7,19,0,0,1,2,0,0
2020-06-02,21,8,21,0,0,1,3,0,0
2020-06-03,24,9,24,0,0,1,3,0,0
2020-06-04,27,10,27,0,0,1,3,0,0
2020-06-05,30,11,30,0,0,1,4,0,0
2020-06-06,34,12,34,0,0,1,4,0,0
2020-06-07,38,14,38,0,0,2,5,0,0
2020-06-08,43,16,43,0,0,2,5,0,0
2020-06-09,48,17,48,0,0,2,6,0,0
2020-06-10,54,19,54,0,0,2,6,0,0
2020-06-11,60,22,60,0,0,3,7,0,0
2020-06-12,67,24,67,0,0,3,8,0,0
2020-06-13,75,27,75,0,0,3,9,0,0
2020-06-14,85,31,85,0,0,4,10,0,0
2020-06-15,95,35,95,0,0,4,12,0,0
2020-06-16,106,39,106,0,0,5,13,0,0
2020-06-17,119,43,119,0,0,5,14,0,0
2020-06-18,134,49,134,0,0,6,16,0,0
2020-06-19,150,55,150,0,0,7,18,0,0
2020-06-20,168,61,168,0,0,7,20,0,0
2020-06-21,189,68,189,0,0,8,23,0,0
2020-06-22,211,77,211,0,0,9,26,0,0
2020-06-23,237,86,237,0,0,10,29,0,0
2020-06-24,266,96,266,0,0,12,32,0,0
2020-06-25,298,108,298,0,0,13,36,0,0
2020-06-26,334,121,334,0,0,15,40,0,0
2020-06-27,374,135,374,0,0,16,45,0,0
2020-06-28,419,152,419,0,0,18,51,0,0
2020-06-29,470,170,470,0,0,20,57,0,0
2020-06-30,526,190,526,0,0,23,63,0,0
2020-07-01,590,213,590,0,0,25,71,0,0
2020-07-02,661,238,661,0,0,28,79,0,0
2020-07-03,740,266,740,0,0,32,89,0,0
2020-07-04,829,298,829,0,0,35,99,0,0
2020-07-05,928,333,928,0,0,39,111,0,0
2020-07-06,1039,372,1039,0,0,44,124,0,0
2020-07-07,1163,416,1163,0,0,49,139,0,0
2020-07-08,1302,464,1302,0,0,54,155,0,0
2020-07-09,1457,518,1457,0,0,60,173,0,0
2020-07-10,1630,578,1630,0,0,66,193,0,0
2020-07-11,1822,644,1822,0,0,73,215,0,0
2020-07-12,2037,718,2037,0,0,81,239,0,0
2020-07-13,2276,799,2276,0,0,90,266,0,0
2020-07-14,2543,889,2543,0,0,99,296,0,0
2020-07-15,2839,987,2839,0,0,108,329,0,0
2020-07-16,3168,1095,3168,0,0,119,365,0,0
2020-07-17,3533,1214,3533,0,0,130,405,0,0
2020-07-18,3938,1344,3938,0,0,141,448,0,0
2020-07-19,4386,1485,4386,0,0,153,495,0,0
2020-07-20,4880,1638,4880,0,0,166,546,0,0
2020-07-21,5426,1804,5426,0,0,178,601,0,0
2020-07-22,6028,1982,6028,0,0,191,661,0,0
2020-07-23,6688,2173,6688,0,0,203,724,0,0
2020-07-24,7413,2376,7413,0,0,215,792,0,0
2020-07-25,8205,2591,8205,0,0,226,864,0,0
2020-07-26,9068,2817,9068,0,0,235,939,0,0
2020-07-27,10007,3052,10007,0,0,242,1017,0,0
2020-07-28,11025,3294,11025,0,0,247,1098,0,0
2020-07-29,12123,3542,12123,0,0,249,1181,0,0
2020-07-30,13303,3791,13303,0,0,247,1264,0,0
