Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
United Kingdom,2020-01-22,24.548,-43.90225,67359087,42962,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Kingdom,2020-01-23,24.548,-43.90225,67359087,42962,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Kingdom,2020-01-24,24.548,-43.90225,67359087,42962,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Kingdom,2020-01-25,24.548,-43.90225,67359087,42962,31,people tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.4602
United Kingdom,2020-01-26,24.548,-43.90225,67359087,42962,52,people tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.772
United Kingdom,2020-01-27,24.548,-43.90225,67359087,42962,73,people tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.084
United Kingdom,2020-01-28,24.548,-43.90225,67359087,42962,97,people tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.44
United Kingdom,2020-01-29,24.548,-43.90225,67359087,42962,130,people tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,1.93
United Kingdom,2020-01-30,24.548,-43.90225,67359087,42962,161,people tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,2.39
United Kingdom,2020-01-31,24.548,-43.90225,67359087,42962,177,people tested,2,0,0,0,2,,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,88.5,2.628
United Kingdom,2020-02-01,24.548,-43.90225,67359087,42962,203,people tested,2,0,0,0,2,,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,101.5,3.014
United Kingdom,2020-02-02,24.548,-43.90225,67359087,42962,266,people tested,2,0,0,0,2,,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,133.0,3.949
United Kingdom,2020-02-03,24.548,-43.90225,67359087,42962,326,people tested,2,0,0,0,2,0.0,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,163.0,4.84
United Kingdom,2020-02-04,24.548,-43.90225,67359087,42962,416,people tested,2,0,0,0,2,0.1667,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,208.0,6.176
United Kingdom,2020-02-05,24.548,-43.90225,67359087,42962,468,people tested,2,0,0,0,2,0.1667,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,234.0,6.948
United Kingdom,2020-02-06,24.548,-43.90225,67359087,42962,566,people tested,2,0,0,0,2,0.1667,,,,,,,,,,,,,,0.0,0.02969,0.0,0.0,0.0,0.02969,283.0,8.403
United Kingdom,2020-02-07,24.548,-43.90225,67359087,42962,620,people tested,3,0,0,0,3,1.0,,,,,0.1389,,,,,,,,,0.0,0.04454,0.0,0.0,0.0,0.04454,206.667,9.204
United Kingdom,2020-02-08,24.548,-43.90225,67359087,42962,686,people tested,3,0,0,0,3,1.0,,,,,0.1389,,,,,,,,,0.0,0.04454,0.0,0.0,0.0,0.04454,228.667,10.184
United Kingdom,2020-02-09,24.548,-43.90225,67359087,42962,795,people tested,3,0,0,0,3,1.167,,,,,0.1389,,,,,-0.06944,,,,0.0,0.04454,0.0,0.0,0.0,0.04454,265.0,11.802
United Kingdom,2020-02-10,24.548,-43.90225,67359087,42962,1114,people tested,8,0,0,0,8,1.0,,,,,-0.13889,,,,,-0.08333,,,,0.0,0.1188,0.0,0.0,0.0,0.1188,139.25,16.538
United Kingdom,2020-02-11,24.548,-43.90225,67359087,42962,1358,people tested,8,0,0,0,8,1.0,,,,,-0.13889,,,,,-0.07639,,,,0.0,0.1188,0.0,0.0,0.0,0.1188,169.75,20.161
United Kingdom,2020-02-12,24.548,-43.90225,67359087,42962,1758,people tested,9,1,0,1,8,1.0,,,,,-0.19444,,,,,,,,0.0,0.0,0.1336,0.0,0.01485,0.01485,0.1188,195.333,26.099
United Kingdom,2020-02-13,24.548,-43.90225,67359087,42962,2521,people tested,9,1,0,1,8,0.1667,,,,,-0.16667,,,,,,,,0.0,0.0,0.1336,0.0,0.01485,0.01485,0.1188,280.111,37.426
United Kingdom,2020-02-14,24.548,-43.90225,67359087,42962,2964,people tested,9,1,0,1,8,0.1667,,,,,-0.16667,,,,,,,,0.0,0.0,0.1336,0.0,0.01485,0.01485,0.1188,329.333,44.003
United Kingdom,2020-02-15,24.548,-43.90225,67359087,42962,2992,people tested,9,1,0,1,8,0.0,1.167,,,,-0.16667,,,,,,,,0.0,0.0,0.1336,0.0,0.01485,0.01485,0.1188,332.444,44.419
United Kingdom,2020-02-16,24.548,-43.90225,67359087,42962,3109,people tested,9,8,0,8,1,0.0,1.167,,,,-0.02778,,,,,,,,0.0,0.0,0.1336,0.0,0.1188,0.1188,0.01485,345.444,46.156
United Kingdom,2020-02-17,24.548,-43.90225,67359087,42962,4501,people tested,9,8,0,8,1,0.0,1.167,,,,-0.02778,,,,,,,,0.0,0.0,0.1336,0.0,0.1188,0.1188,0.01485,500.111,66.821
United Kingdom,2020-02-18,24.548,-43.90225,67359087,42962,4916,people tested,9,8,0,8,1,0.0,1.167,,,,,-0.19444,,,,,,,0.0,0.0,0.1336,0.0,0.1188,0.1188,0.01485,546.222,72.982
United Kingdom,2020-02-19,24.548,-43.90225,67359087,42962,5207,people tested,9,8,0,8,1,0.0,0.0,,,,,-0.19444,,,,,,,0.0,0.0,0.1336,0.0,0.1188,0.1188,0.01485,578.556,77.302
United Kingdom,2020-02-20,24.548,-43.90225,67359087,42962,5549,people tested,9,8,0,8,1,0.0,0.0,,,,,-0.19444,,,,,,,0.0,0.0,0.1336,0.0,0.1188,0.1188,0.01485,616.556,82.379
United Kingdom,2020-02-21,24.548,-43.90225,67359087,42962,5885,people tested,9,8,0,8,1,0.6667,0.0,,,,,-0.19444,,,,,,,0.0,0.0,0.1336,0.0,0.1188,0.1188,0.01485,653.889,87.368
