Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-08,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-09,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-10,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-12,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-13,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-16,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-17,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-18,AL,1,0,0,3337357,27,0,1,,,,,,,,,,,,,,,0.0,0.034,0.3,0.0,0.0,0.0,0.3
2020-03-19,AL,4,0,0,3337357,27,0,4,,,,,,,,,,,,,,,0.0,0.034,1.2,0.0,0.0,0.0,1.2
2020-03-20,AL,6,0,0,3337357,27,0,6,2.08,,,,,,,,,,,,,,0.0,0.034,1.8,0.0,0.0,0.0,1.8
2020-03-21,AL,7,0,0,3337357,27,0,7,2.73,,,,,,,,,,,,,,0.0,0.034,2.1,0.0,0.0,0.0,2.1
2020-03-22,AL,7,0,0,3337357,27,0,7,2.86,,,,,,,,,,,,,,0.0,0.034,2.1,0.0,0.0,0.0,2.1
2020-03-23,AL,8,0,0,3337357,27,0,8,1.24,,,,,-0.1395,,,,,,,,,0.0,0.034,2.4,0.0,0.0,0.0,2.4
2020-03-24,AL,10,0,0,3337357,27,0,10,1.04,,,,,-0.1189,,,,,,,,,0.0,0.034,3.0,0.0,0.0,0.0,3.0
2020-03-25,AL,11,0,0,3337357,27,0,11,1.14,,,,,-0.1575,,,,,,,,,0.0,0.034,3.3,0.0,0.0,0.0,3.3
2020-03-26,AL,11,0,0,3337357,27,0,11,1.49,,,,,-0.0042,,,,,,,,,0.0,0.034,3.3,0.0,0.0,0.0,3.3
2020-03-27,AL,12,0,0,3337357,27,0,12,1.36,,,,,0.0484,,,,,,,,,0.0,0.034,3.6,0.0,0.0,0.0,3.6
2020-03-28,AL,14,0,0,3337357,27,0,14,1.23,,,,,0.0195,,,,,,,,,0.0,0.034,4.19,0.0,0.0,0.0,4.19
2020-03-29,AL,17,0,0,3337357,27,0,17,1.24,,,,,0.0416,,,,,-0.0191,,,,0.0,0.034,5.09,0.0,0.0,0.0,5.09
2020-03-30,AL,17,0,0,3337357,27,0,17,1.24,,,,,-0.0076,,,,,-0.001,,,,0.0,0.034,5.09,0.0,0.0,0.0,5.09
