Date,State,Confirmed,Deaths,Recovered,Estimated Population,City Ibge Code,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi
2020-03-12,RN,1,0,0,3506853,24,0,1,,,,,,,,,,,,,,,0.0,0.0984,0.285,0.0,0.0,0.0,0.285
2020-03-13,RN,1,0,0,3506853,24,0,1,,,,,,,,,,,,,,,0.0,0.0984,0.285,0.0,0.0,0.0,0.285
2020-03-16,RN,1,0,0,3506853,24,0,1,,,,,,,,,,,,,,,0.0,0.0984,0.285,0.0,0.0,0.0,0.285
2020-03-18,RN,1,0,0,3506853,24,0,1,,,,,,,,,,,,,,,0.0,0.0984,0.285,0.0,0.0,0.0,0.285
2020-03-20,RN,6,0,0,3506853,24,0,6,,,,,,,,,,,,,,,0.0,0.0984,1.71,0.0,0.0,0.0,1.71
2020-03-21,RN,9,0,0,3506853,24,0,9,,,,,,,,,,,,,,,0.0,0.0984,2.57,0.0,0.0,0.0,2.57
2020-03-22,RN,13,0,0,3506853,24,0,13,,,,,,,,,,,,,,,0.0,0.0984,3.71,0.0,0.0,0.0,3.71
2020-03-24,RN,14,0,0,3506853,24,0,14,,,,,,,,,,,,,,,0.0,0.0984,3.99,0.0,0.0,0.0,3.99
2020-03-25,RN,14,0,0,3506853,24,0,14,,,,,,,,,,,,,,,0.0,0.0984,3.99,0.0,0.0,0.0,3.99
2020-03-26,RN,19,0,0,3506853,24,0,19,,,,,,,,,,,,,,,0.0,0.0984,5.42,0.0,0.0,0.0,5.42
2020-03-27,RN,28,0,0,3506853,24,0,28,,,,,,,,,,,,,,,0.0,0.0984,7.98,0.0,0.0,0.0,7.98
2020-03-28,RN,68,1,0,3506853,24,1,67,,,,,,,,,,,,,,1.0,0.0147,0.0984,19.39,0.285,0.0,0.285,19.11
2020-03-30,RN,77,1,2,3506853,24,3,74,,,,,,,,,,,,,,0.333,0.013,0.0984,21.96,0.285,0.57,0.855,21.1
2020-03-31,RN,82,1,2,3506853,24,3,79,,,,,,,,,,,,,,0.333,0.0122,0.0984,23.38,0.285,0.57,0.855,22.53
2020-04-01,RN,92,2,2,3506853,24,4,88,,,,,,,,,,,,,,0.5,0.0217,0.0984,26.23,0.57,0.57,1.14,25.09
2020-04-02,RN,106,2,2,3506853,24,4,102,28.17,0.167,1.0,1.17,27.0,,,,,,,,,0.5,0.0189,0.0984,30.23,0.57,0.57,1.14,29.09
2020-04-03,RN,176,4,2,3506853,24,6,170,,,,,,,,,,,,,,0.667,0.0227,0.0984,50.19,1.14,0.57,1.71,48.48
2020-04-04,RN,215,6,3,3506853,24,9,206,,,,,,,,,,,,,,0.667,0.0279,0.0984,61.31,1.71,0.855,2.57,58.74
2020-04-05,RN,246,7,3,3506853,24,10,236,,,,,,,,,,,,,,0.7,0.0285,0.0984,70.15,2.0,0.855,2.85,67.3
2020-04-07,RN,254,8,2,3506853,24,10,244,,,,,,,,,,,,,,0.8,0.0315,0.0984,72.43,2.28,0.57,2.85,69.58
2020-04-08,RN,261,11,2,3506853,24,13,248,,,,,,,,,,,,,,0.846,0.0421,0.0984,74.43,3.14,0.57,3.71,70.72
2020-04-10,RN,263,11,2,3506853,24,13,250,,,,,,,,,,,,,,0.846,0.0418,0.0984,75.0,3.14,0.57,3.71,71.29
2020-04-11,RN,289,13,2,3506853,24,15,274,,,,,,,,,,,,,,0.867,0.045,0.0984,82.41,3.71,0.57,4.28,78.13
